,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,first year,last year,years played,all stars,hof,ows,dws,ws,win%
19,Aaron McKie,6636,2462,3039.0,1090.0,199.0,957,1275.0,441.0,5923,2554,6.9,2.6,3.2,1.1,0.2,0.35,0.43,1995,2007,13,0,False,13.9,30.5,44.9,0.5
20,Aaron Miles,16,24,14.0,4.0,1.0,19,0.0,0.0,18,6,0.8,1.3,0.7,0.2,0.1,0.0,0.33,2006,2006,1,0,False,-0.2,0.1,0.0,0.4
21,Aaron Nesmith,1152,143,493.0,90.0,48.0,171,537.0,186.0,950,402,6.7,0.8,2.9,0.5,0.3,0.35,0.42,2021,2023,3,0,False,1.0,2.6,3.5,0.5
22,Aaron Swinson,24,3,8.0,1.0,0.0,9,0.0,0.0,18,10,2.7,0.3,0.9,0.1,0.0,0.0,0.56,1995,1995,1,0,False,0.0,0.0,0.0,0.7
23,Aaron Wiggins,895,148,388.0,69.0,25.0,120,260.0,90.0,700,342,7.5,1.2,3.2,0.6,0.2,0.35,0.49,2022,2023,2,0,False,1.9,2.0,3.8,0.4
24,Aaron Williams,4618,525,3174.0,320.0,597.0,838,17.0,1.0,3577,1777,5.5,0.6,3.8,0.4,0.7,0.06,0.5,1994,2008,15,0,False,14.9,16.4,31.7,0.4
25,Abdel Nader,926,110,376.0,76.0,55.0,202,350.0,125.0,778,333,4.6,0.5,1.9,0.4,0.3,0.36,0.43,2018,2022,5,0,False,-0.4,3.3000000000000003,2.8,0.6
26,Abdul Jeelani,1290,160,500.0,84.0,71.0,143,7.0,0.0,1005,475,9.0,1.1,3.5,0.6,0.5,0.0,0.47,1980,1981,2,0,False,3.0999999999999996,2.3,5.4,0.4
27,Acie Earl,1168,81,613.0,78.0,154.0,240,14.0,0.0,1076,428,4.9,0.3,2.6,0.3,0.6,0.0,0.4,1994,1997,4,0,False,-2.2,2.5,0.3,0.3
28,Acie Law,1053,419,275.0,126.0,5.0,265,167.0,38.0,898,379,4.0,1.6,1.0,0.5,0.0,0.23,0.42,2008,2011,4,0,False,0.7,1.7000000000000002,2.6,0.4
29,Adam Harrington,60,24,16.0,4.0,2.0,38,28.0,10.0,74,22,1.6,0.6,0.4,0.1,0.1,0.36,0.3,2003,2003,1,0,False,-0.1,0.1,0.1,0.3
30,Adam Keefe,3107,427,2556.0,307.0,173.0,617,14.0,1.0,2230,1120,5.0,0.7,4.1,0.5,0.3,0.07,0.5,1993,2001,9,0,False,13.2,11.7,24.9,0.6
31,Adam Mokoka,47,9,15.0,6.0,1.0,25,25.0,7.0,47,19,1.9,0.4,0.6,0.2,0.0,0.28,0.4,2020,2021,2,0,False,-0.1,0.2,0.1,0.4
32,Adam Morrison,1409,263,422.0,49.0,16.0,213,471.0,156.0,1475,547,6.6,1.2,2.0,0.2,0.1,0.33,0.37,2007,2010,4,0,False,-3.6,2.1,-1.4,0.4
33,Ade Murkey,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2022,1,0,False,0.0,0.0,0.0,0.0
34,Admiral Schofield,400,71,198.0,20.0,14.0,108,214.0,69.0,343,144,3.7,0.7,1.8,0.2,0.1,0.32,0.42,2020,2023,4,0,False,0.5,0.7,1.2,0.3
35,Adonal Foyle,3006,345,3487.0,264.0,1201.0,743,2.0,0.0,2777,1325,4.0,0.5,4.7,0.4,1.6,0.0,0.48,1998,2009,12,0,False,3.3,15.7,19.0,0.4
36,Adonis Jordan,21,22,6.0,3.0,1.0,10,12.0,3.0,27,8,2.1,2.2,0.6,0.3,0.1,0.25,0.3,1994,1999,6,0,False,-0.1,0.0,-0.1,0.5
37,Adonis Thomas,28,6,6.0,0.0,0.0,12,10.0,2.0,28,12,2.3,0.5,0.5,0.0,0.0,0.2,0.43,2014,2014,1,0,False,0.0,0.0,0.0,0.2
38,Adreian Payne,642,96,477.0,64.0,36.0,139,68.0,16.0,649,265,4.6,0.7,3.4,0.5,0.3,0.24,0.41,2015,2018,4,0,False,-2.1,1.0,-1.1,0.3
39,Adrian Branch,834,96,253.0,83.0,17.0,130,39.0,9.0,727,331,6.4,0.7,1.9,0.6,0.1,0.23,0.46,1987,1990,4,0,False,0.5,1.6,2.1,0.5
40,Adrian Caldwell,491,45,663.0,72.0,49.0,242,5.0,0.0,430,204,2.0,0.2,2.7,0.3,0.2,0.0,0.47,1990,1998,9,0,False,-1.4,2.9,1.2,0.4
41,Adrian Dantley,26274,3254,6392.0,1105.0,187.0,1107,42.0,7.0,17203,9217,23.7,2.9,5.8,1.0,0.2,0.17,0.54,1977,1991,15,6,True,126.5,27.1,154.0,0.4
42,Adrian Griffin,1984,680,1571.0,453.0,61.0,512,180.0,50.0,1870,815,3.9,1.3,3.1,0.9,0.1,0.28,0.44,2000,2008,9,0,False,5.5,10.6,16.3,0.5
43,Adrian Smith,9208,1871,1708.0,0.0,0.0,849,11.0,2.0,7805,3327,10.8,2.2,2.0,0.0,0.0,0.18,0.43,1962,1972,11,1,False,25.2,9.0,34.1,0.5
44,Ahmad Caver,2,0,0.0,0.0,0.0,1,0.0,0.0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2022,2022,1,0,False,0.0,0.0,0.0,0.0
45,Al Attles,6328,2483,2463.0,0.0,0.0,711,0.0,0.0,5545,2499,8.9,3.5,3.5,0.0,0.0,0.0,0.45,1961,1971,11,0,True,15.8,20.7,36.6,0.5
46,Al Beard,30,0,46.0,0.0,0.0,12,0.0,0.0,23,12,2.5,0.0,3.8,0.0,0.0,0.0,0.52,1968,1968,1,0,False,0.1,0.1,0.3,0.5
47,Al Bianchi,5550,1497,1722.0,0.0,0.0,687,0.0,0.0,5919,2212,8.1,2.2,2.5,0.0,0.0,0.0,0.37,1957,1966,10,0,False,-4.2,12.3,8.299999999999999,0.5
48,Al Brightman,567,60,0.0,0.0,0.0,58,0.0,0.0,870,223,9.8,1.0,0.0,0.0,0.0,0.0,0.26,1947,1947,1,0,False,-0.5,0.9,0.4,0.4
49,Al Butler,3109,735,1033.0,0.0,0.0,293,0.0,0.0,2873,1279,10.6,2.5,3.5,0.0,0.0,0.0,0.45,1962,1965,4,0,False,7.1,4.0,11.1,0.3
50,Al Carlson,72,13,73.0,7.0,11.0,28,0.0,0.0,79,27,2.6,0.5,2.6,0.2,0.4,0.0,0.34,1976,1976,1,0,False,-0.2,0.3,0.1,0.5
51,Al Cervi,1591,648,261.0,0.0,0.0,202,0.0,0.0,1128,405,7.9,3.2,1.3,0.0,0.0,0.0,0.36,1950,1953,4,0,True,16.0,6.0,22.0,0.6
52,Al Cueto,794,144,731.0,0.0,0.0,149,21.0,5.0,782,316,5.3,1.0,4.9,0.0,0.0,0.24,0.4,1970,1971,2,0,False,-0.8,3.0,2.2,0.4
53,Al Eberhard,1490,175,760.0,158.0,35.0,220,0.0,0.0,1308,566,6.8,0.8,3.5,0.7,0.2,0.0,0.43,1975,1978,4,0,False,2.5,2.8000000000000003,5.3,0.5
54,Al Ferrari,2525,943,830.0,0.0,0.0,371,0.0,0.0,2389,878,6.8,2.5,2.2,0.0,0.0,0.0,0.37,1956,1963,8,0,False,3.5,5.4,8.899999999999999,0.5
55,Al Fleming,40,7,30.0,0.0,5.0,20,0.0,0.0,31,15,2.0,0.4,1.5,0.0,0.2,0.0,0.48,1978,1978,1,0,False,-0.1,0.1,0.0,0.6
56,Al Guokas,428,190,0.0,0.0,0.0,114,0.0,0.0,598,186,3.8,1.7,0.0,0.0,0.0,0.0,0.31,1950,1950,1,0,False,-1.8,-0.2,-2.0,0.1
57,Al Hairston,91,44,41.0,0.0,0.0,42,0.0,0.0,122,41,2.2,1.0,1.0,0.0,0.0,0.0,0.34,1969,1970,2,0,False,-0.6,0.1,-0.5,0.4
58,Al Harrington,15991,1900,6433.0,1011.0,292.0,1132,3541.0,1275.0,13613,6055,14.1,1.7,5.7,0.9,0.3,0.36,0.44,1999,2014,16,0,False,21.3,29.2,50.8,0.4
59,Al Henry,194,8,148.0,0.0,0.0,49,0.0,0.0,162,69,4.0,0.2,3.0,0.0,0.0,0.0,0.43,1971,1972,2,0,False,0.3,0.4,0.7,0.4
60,Al Horford,13605,3333,8161.0,792.0,1187.0,1013,2017.0,754.0,11020,5653,13.4,3.3,8.1,0.8,1.2,0.37,0.51,2008,2023,16,5,False,59.0,47.6,106.8,0.6
61,Al Jackson,0,1,0.0,0.0,0.0,2,0.0,0.0,3,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1968,1968,1,0,False,-0.1,0.0,-0.1,0.5
62,Al Jefferson,14343,1347,7690.0,628.0,1093.0,915,66.0,8.0,12344,6161,15.7,1.5,8.4,0.7,1.2,0.12,0.5,2005,2018,14,0,False,37.2,33.7,71.0,0.4
63,Al Lucas,2,2,0.0,0.0,0.0,2,0.0,0.0,3,1,1.0,1.0,0.0,0.0,0.0,0.0,0.33,1949,1949,1,0,False,0.0,0.0,0.0,0.5
64,Al Lujack,4,0,0.0,0.0,0.0,5,0.0,0.0,8,1,0.8,0.0,0.0,0.0,0.0,0.0,0.12,1947,1947,1,0,False,-0.1,0.1,0.0,0.8
65,Al Masino,560,204,233.0,0.0,0.0,126,0.0,0.0,524,186,4.4,1.6,1.8,0.0,0.0,0.0,0.35,1953,1954,2,0,False,1.1,2.8000000000000003,4.0,0.4
66,Al Miksis,27,4,0.0,0.0,0.0,8,0.0,0.0,21,5,3.4,0.5,0.0,0.0,0.0,0.0,0.24,1950,1950,1,0,False,0.2,0.0,0.1,0.2
67,Al Negratti,31,5,0.0,0.0,0.0,11,0.0,0.0,69,13,2.8,0.5,0.0,0.0,0.0,0.0,0.19,1947,1947,1,0,False,-0.6,0.5,-0.1,0.8
68,Al Roges,692,198,261.0,0.0,0.0,101,0.0,0.0,736,266,6.9,2.0,2.6,0.0,0.0,0.0,0.36,1954,1955,2,0,False,0.3,0.5,0.7,0.2
69,Al Salvadori,54,4,46.0,0.0,0.0,17,1.0,1.0,58,21,3.2,0.2,2.7,0.0,0.0,1.0,0.36,1968,1968,1,0,False,-0.1,0.0,-0.1,0.3
70,Al Sanders,8,0,5.0,0.0,0.0,4,0.0,0.0,2,2,2.0,0.0,1.2,0.0,0.0,0.0,1.0,1973,1973,1,0,False,0.1,0.0,0.1,0.5
71,Al Skinner,3969,1162,1410.0,433.0,162.0,459,11.0,3.0,3261,1469,8.6,2.5,3.1,0.9,0.4,0.27,0.45,1975,1980,6,0,False,5.7,10.4,16.2,0.4
72,Al Smith,3298,1793,865.0,169.0,12.0,337,380.0,111.0,2908,1185,9.8,5.3,2.6,0.5,0.0,0.29,0.41,1972,1976,5,0,False,2.1,9.0,11.1,0.5
73,Al Thornton,4855,505,1740.0,265.0,199.0,442,323.0,93.0,4136,1893,11.0,1.1,3.9,0.6,0.5,0.29,0.46,2008,2011,4,0,False,4.1,5.8,10.0,0.2
74,Al Tucker,4783,454,2345.0,0.0,0.0,497,89.0,33.0,4251,1946,9.6,0.9,4.7,0.0,0.0,0.37,0.46,1968,1972,5,0,False,9.4,6.1,15.6,0.3
75,Al Williams,43,5,26.0,0.0,0.0,11,0.0,0.0,43,19,3.9,0.5,2.4,0.0,0.0,0.0,0.44,1971,1971,1,0,False,0.0,0.1,0.0,0.5
76,Al Wood,5356,800,1396.0,341.0,168.0,465,214.0,43.0,4635,2159,11.5,1.7,3.0,0.7,0.4,0.2,0.47,1982,1987,6,0,False,9.100000000000001,7.300000000000001,16.1,0.4
77,Al-Farouq Aminu,5452,910,4390.0,697.0,406.0,734,1671.0,551.0,4740,1986,7.4,1.2,6.0,0.9,0.6,0.33,0.42,2011,2021,11,0,False,6.3,21.2,27.8,0.4
78,Alaa Abdelnaby,2299,125,1297.0,111.0,107.0,385,6.0,0.0,1940,983,6.0,0.3,3.4,0.3,0.3,0.0,0.51,1991,1995,5,0,False,0.9999999999999999,6.2,7.1,0.4
79,Alan Anderson,2421,371,714.0,182.0,31.0,330,963.0,331.0,2084,843,7.3,1.1,2.2,0.6,0.1,0.34,0.4,2006,2017,12,0,False,3.8,3.7,7.2,0.5
80,Alan Hardy,193,23,53.0,10.0,13.0,60,5.0,0.0,195,84,3.2,0.4,0.9,0.2,0.2,0.0,0.43,1981,1982,2,0,False,-0.3,0.30000000000000004,0.0,0.6
81,Alan Henderson,5094,397,3249.0,364.0,297.0,652,26.0,5.0,4215,1976,7.8,0.6,5.0,0.6,0.5,0.19,0.47,1996,2007,12,0,False,15.0,13.0,28.1,0.5
82,Alan Ogg,188,17,143.0,13.0,61.0,86,2.0,0.0,165,80,2.2,0.2,1.7,0.2,0.7,0.0,0.48,1991,1993,3,0,False,0.0,0.6,0.8,0.4
83,Alan Sawyer,217,25,121.0,0.0,0.0,33,0.0,0.0,235,87,6.6,0.8,3.7,0.0,0.0,0.0,0.37,1951,1951,1,0,False,0.4,0.4,0.9,0.3
84,Alan Williams,413,39,371.0,37.0,38.0,67,2.0,0.0,322,163,6.2,0.6,5.5,0.6,0.6,0.0,0.51,2016,2019,4,0,False,1.2000000000000002,1.3,2.5000000000000004,0.3
85,Alando Tucker,262,20,59.0,5.0,2.0,66,41.0,11.0,221,94,4.0,0.3,0.9,0.1,0.0,0.27,0.43,2008,2010,3,0,False,0.5,0.0,0.4,0.5
86,Albert King,6470,1171,2262.0,452.0,196.0,534,209.0,56.0,5875,2709,12.1,2.2,4.2,0.8,0.4,0.27,0.46,1982,1992,11,0,False,1.8,14.5,16.4,0.5
87,Alec Burks,8855,1695,2885.0,577.0,178.0,806,2457.0,940.0,7043,2944,11.0,2.1,3.6,0.7,0.2,0.38,0.42,2012,2023,12,0,False,19.0,15.0,34.0,0.4
88,Alec Kessler,1084,81,751.0,39.0,71.0,210,24.0,10.0,998,425,5.2,0.4,3.6,0.2,0.3,0.42,0.43,1991,1994,4,0,False,-0.5999999999999999,2.5,1.9999999999999998,0.4
89,Alec Peters,82,12,37.0,2.0,2.0,20,58.0,18.0,74,28,4.1,0.6,1.8,0.1,0.1,0.31,0.38,2018,2018,1,0,False,0.2,0.0,0.3,0.3
90,Aleem Ford,14,2,15.0,1.0,0.0,5,15.0,2.0,20,6,2.8,0.4,3.0,0.2,0.0,0.13,0.3,2022,2022,1,0,False,-0.2,0.1,-0.2,0.4
91,Aleksandar Djordjevic,25,5,5.0,0.0,0.0,8,7.0,5.0,16,8,3.1,0.6,0.6,0.0,0.0,0.71,0.5,1997,1997,1,0,False,0.1,0.0,0.1,0.6
92,Aleksandar Radojević,26,7,36.0,2.0,3.0,15,0.0,0.0,26,8,1.7,0.5,2.4,0.1,0.2,0.0,0.31,2000,2005,6,0,False,-0.6000000000000001,0.2,-0.4,0.3
93,Aleksej Pokusevski,1107,292,689.0,79.0,123.0,140,508.0,153.0,1113,433,7.9,2.1,4.9,0.6,0.9,0.3,0.39,2021,2023,3,0,False,-4.0,3.5,-0.5,0.4
94,Alen Smailagić,87,17,43.0,6.0,9.0,29,23.0,7.0,67,31,3.0,0.6,1.5,0.2,0.3,0.3,0.46,2020,2021,2,0,False,0.1,0.2,0.2,0.3
95,Alex Acker,153,28,53.0,11.0,8.0,55,45.0,15.0,168,64,2.8,0.5,1.0,0.2,0.1,0.33,0.38,2006,2009,4,0,False,-0.4,0.1,-0.2,0.2
96,Alex Blackwell,34,7,23.0,4.0,2.0,27,3.0,0.0,42,14,1.3,0.3,0.9,0.1,0.1,0.0,0.33,1993,1993,1,0,False,-0.1,0.1,0.0,0.5
97,Alex Bradley,137,11,65.0,12.0,5.0,39,1.0,0.0,103,54,3.5,0.3,1.7,0.3,0.1,0.0,0.52,1982,1982,1,0,False,0.1,0.3,0.4,0.4
98,Alex Caruso,1760,794,769.0,350.0,113.0,292,627.0,229.0,1427,612,6.0,2.7,2.6,1.2,0.4,0.37,0.43,2018,2023,6,0,False,2.9,8.9,11.8,0.6
99,Alex English,26931,4575,7143.0,1140.0,895.0,1271,89.0,20.0,22149,11212,21.2,3.6,5.6,0.9,0.7,0.22,0.51,1977,1991,15,8,True,80.8,25.0,105.9,0.5
100,Alex Garcia,47,18,15.0,6.0,1.0,10,18.0,5.0,59,19,4.7,1.8,1.5,0.6,0.1,0.28,0.32,2004,2005,2,0,False,-0.2,0.1,-0.2,0.3
101,Alex Groza,2925,318,709.0,0.0,0.0,130,0.0,0.0,2136,1013,22.5,2.4,5.5,0.0,0.0,0.0,0.47,1950,1951,2,1,False,31.2,4.699999999999999,35.9,0.5
102,Alex Hannum,3707,1018,2507.0,0.0,0.0,641,0.0,0.0,4026,1429,5.8,1.6,3.9,0.0,0.0,0.0,0.35,1950,1957,8,0,True,-0.5,15.3,14.8,0.4
103,Alex Kirk,4,1,1.0,0.0,0.0,5,0.0,0.0,4,1,0.8,0.2,0.2,0.0,0.0,0.0,0.25,2015,2015,1,0,False,0.0,0.0,0.0,0.6
104,Alex Len,5275,600,3982.0,271.0,673.0,715,420.0,134.0,3944,2046,7.4,0.8,5.6,0.4,0.9,0.32,0.52,2014,2023,10,0,False,13.6,13.5,27.2,0.3
105,Alex Poythress,197,24,122.0,10.0,13.0,52,53.0,19.0,161,76,3.8,0.5,2.3,0.2,0.2,0.36,0.47,2017,2019,3,0,False,0.7000000000000001,0.4,0.9,0.5
106,Alex Scales,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,2006,1,0,False,0.0,0.0,0.0,1.0
107,Alex Stepheson,44,4,56.0,2.0,10.0,16,0.0,0.0,54,18,2.8,0.2,3.5,0.1,0.6,0.0,0.33,2016,2016,1,0,False,0.0,0.2,0.2,0.2
108,Alex Stivrins,85,7,41.0,4.0,4.0,41,4.0,0.0,82,39,2.1,0.2,1.0,0.1,0.1,0.0,0.48,1986,1993,8,0,False,-0.2,0.1,-0.1,0.3
109,Alexander Johnson,439,30,275.0,38.0,45.0,102,0.0,0.0,294,152,4.3,0.3,2.7,0.4,0.4,0.0,0.52,2007,2008,2,0,False,0.6,1.0,1.5,0.3
110,Alexander Volkov,1019,333,384.0,102.0,52.0,149,144.0,48.0,853,388,6.8,2.2,2.6,0.7,0.3,0.33,0.45,1990,1992,3,0,False,2.6,1.7999999999999998,4.4,0.5
111,Alexey Shved,1783,566,454.0,140.0,55.0,224,668.0,209.0,1542,578,8.0,2.5,2.0,0.6,0.2,0.31,0.37,2013,2015,3,0,False,2.3,3.0,5.300000000000001,0.3
112,Alexis Ajinça,1696,153,1228.0,113.0,200.0,327,76.0,24.0,1416,704,5.2,0.5,3.8,0.3,0.6,0.32,0.5,2009,2017,9,0,False,2.9,4.9,7.9,0.4
113,Alfonzo McKinnie,721,57,454.0,51.0,27.0,182,258.0,84.0,615,287,4.0,0.3,2.5,0.3,0.1,0.33,0.47,2018,2022,5,0,False,1.3,1.7,3.1000000000000005,0.6
114,Alfred McGuire,757,363,418.0,0.0,0.0,191,0.0,0.0,663,251,4.0,1.9,2.2,0.0,0.0,0.0,0.38,1952,1955,4,0,True,2.7,2.8000000000000003,5.4,0.6
115,Alfredrick Hughes,356,61,113.0,26.0,5.0,68,17.0,3.0,372,152,5.2,0.9,1.7,0.4,0.1,0.18,0.41,1986,1986,1,0,False,-1.0,0.5,-0.5,0.4
116,Alize Johnson,230,41,289.0,20.0,10.0,99,26.0,5.0,197,93,2.3,0.4,2.9,0.2,0.1,0.19,0.47,2019,2023,5,0,False,0.5,0.8,1.4,0.5
117,Allan Bristow,5450,2219,2787.0,514.0,42.0,695,57.0,16.0,4567,2102,7.8,3.2,4.0,0.7,0.1,0.28,0.46,1974,1983,10,0,False,15.1,9.6,24.7,0.4
118,Allan Houston,14551,1990,2434.0,566.0,139.0,839,3247.0,1305.0,12017,5337,17.3,2.4,2.9,0.7,0.2,0.4,0.44,1994,2005,12,2,False,34.5,20.8,55.2,0.5
119,Allan Ray,290,43,69.0,20.0,3.0,47,116.0,48.0,259,100,6.2,0.9,1.5,0.4,0.1,0.41,0.39,2007,2007,1,0,False,0.1,0.5,0.6,0.3
120,Allen Crabbe,3625,467,1150.0,238.0,108.0,418,1715.0,653.0,3065,1289,8.7,1.1,2.8,0.6,0.3,0.38,0.42,2014,2020,7,0,False,7.8,5.8,13.700000000000001,0.4
121,Allen Iverson,27457,6488,3839.0,2213.0,185.0,1064,3704.0,1158.0,22369,9532,25.8,6.1,3.6,2.1,0.2,0.31,0.43,1997,2010,14,17,True,66.2,42.6,108.7,0.4
122,Allen Leavell,6684,3339,1164.0,929.0,120.0,700,603.0,141.0,5666,2549,9.5,4.8,1.7,1.3,0.2,0.23,0.45,1980,1989,10,0,False,16.0,13.8,29.8,0.5
123,Allen Murphy,118,13,51.0,10.0,8.0,31,1.0,0.0,119,44,3.8,0.4,1.6,0.3,0.3,0.0,0.37,1976,1977,2,0,False,-0.4,0.3,-0.1,0.5
124,Allie McGuire,4,1,2.0,0.0,0.0,2,0.0,0.0,4,2,2.0,0.5,1.0,0.0,0.0,0.0,0.5,1974,1974,1,0,False,0.0,0.0,0.0,0.5
125,Allonzo Trier,850,147,226.0,31.0,18.0,88,185.0,71.0,624,283,9.7,1.7,2.6,0.4,0.2,0.38,0.45,2019,2020,2,0,False,0.9,0.6,1.4,0.2
126,Alondes Williams,0,0,1.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2023,2023,1,0,False,-0.1,0.0,-0.1,0.0
127,Alonzo Bradley,440,74,151.0,24.0,7.0,99,1.0,1.0,440,184,4.4,0.7,1.5,0.2,0.1,1.0,0.42,1978,1980,3,0,False,-0.30000000000000004,0.1,-0.2,0.4
128,Alonzo Gee,3326,504,1636.0,454.0,126.0,527,658.0,216.0,2759,1209,6.3,1.0,3.1,0.9,0.2,0.33,0.44,2010,2017,8,0,False,5.0,7.2,11.799999999999999,0.3
129,Alonzo Mourning,14593,964,7335.0,422.0,2430.0,875,89.0,22.0,9913,5216,16.7,1.1,8.4,0.5,2.8,0.25,0.53,1993,2008,16,7,True,41.3,49.5,90.9,0.5
130,Alperen Şengün,1801,476,1071.0,129.0,138.0,147,174.0,48.0,1324,691,12.3,3.2,7.3,0.9,0.9,0.28,0.52,2022,2023,2,0,False,4.2,3.1,7.300000000000001,0.3
131,Alphonso Ford,35,10,20.0,3.0,0.0,11,10.0,1.0,52,16,3.2,0.9,1.8,0.3,0.0,0.1,0.31,1994,1995,2,0,False,-0.5,0.0,-0.30000000000000004,0.5
132,Alton Ford,186,11,124.0,6.0,8.0,73,0.0,0.0,138,70,2.5,0.2,1.7,0.1,0.1,0.0,0.51,2002,2004,3,0,False,0.19999999999999998,0.6,0.8,0.4
133,Alton Lister,6441,933,6276.0,357.0,1515.0,1017,9.0,1.0,5012,2565,6.3,0.9,6.2,0.4,1.5,0.11,0.51,1982,1998,17,0,False,5.3,32.1,37.5,0.5
134,Alvan Adams,13910,4012,6937.0,1289.0,808.0,988,15.0,2.0,11464,5709,14.1,4.1,7.0,1.3,0.8,0.13,0.5,1976,1988,13,1,False,29.9,43.6,73.4,0.5
135,Alvin Heggs,8,0,2.0,0.0,0.0,4,0.0,0.0,5,3,2.0,0.0,0.5,0.0,0.0,0.0,0.6,1996,1996,1,0,False,0.1,0.0,0.1,0.5
136,Alvin Jones,26,3,36.0,3.0,9.0,23,0.0,0.0,20,8,1.1,0.1,1.6,0.1,0.4,0.0,0.4,2002,2002,1,0,False,-0.2,0.3,0.1,0.5
137,Alvin Robertson,11500,4192,4335.0,2267.0,341.0,848,922.0,276.0,9784,4659,13.6,4.9,5.1,2.7,0.4,0.3,0.48,1985,1996,12,4,False,22.2,33.5,55.5,0.4
138,Alvin Scott,3088,847,1992.0,404.0,371.0,627,20.0,4.0,2436,1171,4.9,1.4,3.2,0.6,0.6,0.2,0.48,1978,1985,8,0,False,7.6,15.3,23.1,0.6
139,Alvin Sims,11,5,4.0,2.0,0.0,4,1.0,1.0,10,4,2.8,1.2,1.0,0.5,0.0,1.0,0.4,1999,1999,1,0,False,-0.1,0.0,-0.1,0.5
140,Alvin Williams,4485,1980,1221.0,587.0,112.0,514,692.0,217.0,4232,1789,8.7,3.9,2.4,1.1,0.2,0.31,0.42,1998,2007,10,0,False,12.0,11.0,22.900000000000002,0.4
141,Amal McCaskill,204,36,213.0,24.0,36.0,114,3.0,0.0,215,81,1.8,0.3,1.9,0.2,0.3,0.0,0.38,1997,2004,8,0,False,-0.8,1.3,0.39999999999999997,0.5
142,Amar'e Stoudemire,16674,1095,6961.0,665.0,1092.0,905,131.0,30.0,11499,6184,18.4,1.2,7.7,0.7,1.2,0.23,0.54,2003,2016,14,6,False,65.7,30.4,96.1,0.6
143,Amida Brimah,13,1,8.0,0.0,5.0,5,0.0,0.0,8,5,2.6,0.2,1.6,0.0,1.0,0.0,0.62,2021,2021,1,0,False,0.0,0.1,0.0,0.4
144,Amile Jefferson,42,7,44.0,4.0,6.0,30,0.0,0.0,30,15,1.4,0.2,1.5,0.1,0.2,0.0,0.5,2019,2020,2,0,False,0.2,0.2,0.4,0.5
145,Amir Coffey,989,213,310.0,60.0,22.0,181,369.0,136.0,768,335,5.5,1.2,1.7,0.3,0.1,0.37,0.44,2020,2023,4,0,False,2.8,2.3,5.0,0.6
146,Amir Johnson,6102,1073,4692.0,524.0,839.0,870,322.0,107.0,4490,2558,7.0,1.2,5.4,0.6,1.0,0.33,0.57,2006,2019,14,0,False,32.0,23.1,55.3,0.5
147,Anderson Varejão,4712,772,4672.0,553.0,417.0,685,44.0,1.0,3674,1861,6.9,1.1,6.8,0.8,0.6,0.02,0.51,2005,2021,17,0,False,22.4,25.1,47.6,0.5
148,Andrae Patterson,120,16,67.0,20.0,7.0,40,5.0,0.0,101,46,3.0,0.4,1.7,0.5,0.2,0.0,0.46,1999,2000,2,0,False,0.2,0.5,0.7999999999999999,0.5
149,Andray Blatche,5706,798,3024.0,492.0,458.0,564,219.0,52.0,4981,2327,10.1,1.4,5.4,0.9,0.8,0.24,0.47,2006,2014,9,0,False,5.1,13.9,19.3,0.4
150,Andre Barrett,424,256,136.0,58.0,2.0,124,135.0,33.0,469,172,3.4,2.1,1.1,0.5,0.0,0.24,0.37,2005,2008,4,0,False,-0.5,1.0,0.5,0.3
151,Andre Brown,197,11,178.0,14.0,8.0,75,1.0,0.0,159,82,2.6,0.1,2.4,0.2,0.1,0.0,0.52,2007,2009,3,0,False,-0.2,0.4,0.30000000000000004,0.4
152,Andre Dawkins,3,1,2.0,0.0,0.0,4,6.0,1.0,6,1,0.8,0.2,0.5,0.0,0.0,0.17,0.17,2015,2015,1,0,False,-0.1,0.0,-0.1,0.5
153,Andre Drummond,12614,1413,12058.0,1271.0,1292.0,961,163.0,20.0,9828,5303,13.1,1.5,12.5,1.3,1.3,0.12,0.54,2013,2023,11,2,False,28.9,52.9,82.0,0.4
154,Andre Emmett,20,1,8.0,2.0,1.0,14,1.0,0.0,13,6,1.4,0.1,0.6,0.1,0.1,0.0,0.46,2005,2012,8,0,False,0.1,0.0,0.1,0.4
155,Andre Iguodala,13968,5147,6047.0,1765.0,633.0,1231,3278.0,1081.0,10870,5028,11.3,4.2,4.9,1.4,0.5,0.33,0.46,2005,2023,19,1,False,51.2,49.7,100.5,0.6
156,Andre Ingram,24,7,8.0,4.0,3.0,6,12.0,5.0,23,8,4.0,1.2,1.3,0.7,0.5,0.42,0.35,2018,2019,2,0,False,0.0,0.1,0.1,0.5
157,Andre McCarter,392,172,95.0,37.0,0.0,103,8.0,2.0,394,170,3.8,1.7,0.9,0.4,0.0,0.25,0.43,1977,1981,5,0,False,0.4,0.8,1.1,0.5
